sku,gross_quantity,cancelled_quantity,cancelled_revenue_local,gross_revenue_local,cancel_rate_qty,cancel_rate_revenue
JNE3655-TP-S,345,0,313.33,1028.33,0.0,0.30469790825902193
JNE3655-TP-XL,7,0,0.0,1994.0,0.0,0.0
JNE3655-TP-XS,1,0,0.0,329.0,0.0,0.0
JNE3655-TP-XXL,6,2,646.0,1950.0,0.3333333333333333,0.3312820512820513
JNE3656-TP-L,3878,0,0.0,4657.0,0.0,0.0
JNE3656-TP-M,3012,0,0.0,3010.0,0.0,0.0
JNE3656-TP-N-L,5,0,0.0,2184.0,0.0,0.0
JNE3656-TP-N-M,10,0,1093.34,6556.34,0.0,0.1667607232083754
JNE3656-TP-N-S,4,1,574.0,2206.0,0.25,0.2601994560290118
JNE3656-TP-N-XL,6,1,1088.29,3958.29,0.16666666666666666,0.2749394309158753
JNE3656-TP-N-XXL,1,0,0.0,518.0,0.0,0.0
JNE3656-TP-S,3026,0,0.0,4138.0,0.0,0.0
JNE3656-TP-XL,3467,0,0.0,3418.0,0.0,0.0
JNE3656-TP-XS,1296,0,0.0,1329.0,0.0,0.0
JNE3656-TP-XXL,4730,0,0.0,5464.0,0.0,0.0
JNE3657-TP-L,778,0,0.0,778.0,0.0,0.0
JNE3657-TP-M,778,0,0.0,782.0,0.0,0.0
JNE3657-TP-S,778,0,0.0,778.0,0.0,0.0
JNE3657-TP-XL,1862,0,0.0,1843.0,0.0,0.0
JNE3657-TP-XS,3,0,0.0,1005.0,0.0,0.0
JNE3657-TP-XXL,2,0,0.0,676.0,0.0,0.0
JNE3658-TP-L,428,0,337.14,2914.14,0.0,0.11569107867158064
JNE3658-TP-M,9,0,0.0,3292.0,0.0,0.0
JNE3658-TP-S,364,0,0.0,2859.0,0.0,0.0
JNE3658-TP-XL,364,2,805.0,3008.0,0.005494505494505495,0.26761968085106386
JNE3658-TP-XS,5,0,337.14,2214.14,0.0,0.15226679433098178
JNE3658-TP-XXL,6,0,0.0,2139.0,0.0,0.0
JNE3659-TP-L,2496,0,0.0,3007.0,0.0,0.0
JNE3659-TP-M,1404,0,0.0,1568.0,0.0,0.0
JNE3659-TP-N-L,51,2,2394.56,27396.56,0.0392156862745098,0.0874036740379084
JNE3659-TP-N-M,42,3,2094.95,21786.95,0.07142857142857142,0.09615618523932903
JNE3659-TP-N-S,5,0,0.0,2465.0,0.0,0.0
JNE3659-TP-N-XL,52,3,3504.94,26875.94,0.057692307692307696,0.13041181071248115
JNE3659-TP-N-XS,18,1,493.0,8413.0,0.05555555555555555,0.058599786045405916
JNE3659-TP-N-XXL,49,2,1425.52,24808.52,0.04081632653061224,0.05746090456020754
JNE3659-TP-S,702,0,0.0,670.0,0.0,0.0
JNE3659-TP-XL,2106,0,0.0,2356.0,0.0,0.0
JNE3659-TP-XS,702,0,0.0,694.0,0.0,0.0
JNE3659-TP-XXL,1404,0,0.0,1360.0,0.0,0.0
JNE3660-TP-L,422,0,0.0,458.0,0.0,0.0
JNE3660-TP-M,1145,0,0.0,1161.0,0.0,0.0
JNE3660-TP-N-L,20,0,353.33,7820.33,0.0,0.04518095783681762
JNE3660-TP-N-M,11,0,725.71,4444.71,0.0,0.16327499431908943
JNE3660-TP-N-S,14,1,371.0,5314.0,0.07142857142857142,0.06981558148287542
JNE3660-TP-N-XS,7,0,0.0,2637.0,0.0,0.0
JNE3660-TP-N-XXL,13,0,0.0,4552.0,0.0,0.0
JNE3660-TP-XL,1516,0,0.0,2304.0,0.0,0.0
JNE3660-TP-XXL,742,0,0.0,2172.0,0.0,0.0
JNE3661-TP-M,389,0,0.0,390.0,0.0,0.0
JNE3661-TP-S,777,0,0.0,776.0,0.0,0.0
JNE3661-TP-XL,300,0,0.0,2117.0,0.0,0.0
JNE3661-TP-XS,2,0,0.0,614.0,0.0,0.0
JNE3661-TP-XXL,742,0,286.67,2272.67,0.0,0.12613797867706267
JNE3662-TP-L,2036,0,0.0,2500.0,0.0,0.0
JNE3662-TP-M,2036,0,0.0,2496.0,0.0,0.0
JNE3662-TP-S,1011,0,748.5699999999999,5345.57,0.0,0.1400355808641548
JNE3662-TP-XL,1033,0,0.0,1004.0,0.0,0.0
JNE3662-TP-XS,10,2,1024.0,4329.0,0.2,0.23654423654423654
JNE3662-TP-XXL,867,0,0.0,2025.0,0.0,0.0
JNE3663-TP-L,1,0,0.0,446.0,0.0,0.0
JNE3663-TP-M,0,0,341.9,341.9,0.0,1.0
JNE3663-TP-S,866,0,0.0,1655.0,0.0,0.0
JNE3663-TP-XL,432,0,0.0,432.0,0.0,0.0
JNE3663-TP-XS,433,0,0.0,862.0,0.0,0.0
JNE3664-TP-L,1608,0,0.0,1514.0,0.0,0.0
JNE3664-TP-M,1608,0,0.0,1517.0,0.0,0.0
JNE3664-TP-S,2572,0,0.0,2517.0,0.0,0.0
JNE3664-TP-XL,3736,0,0.0,3650.0,0.0,0.0
JNE3664-TP-XS,1608,0,0.0,1589.0,0.0,0.0
JNE3664-TP-XXL,1596,0,0.0,1551.0,0.0,0.0
JNE3665,2,0,0.0,697.5,0.0,0.0
JNE3665-TP-L,4709,0,0.0,11037.0,0.0,0.0
JNE3665-TP-M,3166,2,1057.0,15225.0,0.0006317119393556538,0.06942528735632184
JNE3665-TP-S,2767,1,493.0,8617.0,0.0003614022406938923,0.05721248694441221
JNE3665-TP-XL,1216,1,1064.05,10531.05,0.0008223684210526315,0.10103930757141975
JNE3665-TP-XS,1211,2,1038.0,7308.0,0.0016515276630883566,0.14203612479474548
JNE3665-TP-XXL,1169,1,764.0,4048.0,0.000855431993156544,0.18873517786561264
JNE3666-TP-L,868,1,299.0,2034.0,0.001152073732718894,0.14700098328416913
JNE3666-TP-M,1299,0,0.0,2166.0,0.0,0.0
JNE3666-TP-S,1298,0,0.0,1865.0,0.0,0.0
JNE3666-TP-XL,868,0,0.0,2072.0,0.0,0.0
JNE3666-TP-XS,3,0,0.0,897.0,0.0,0.0
JNE3666-TP-XXL,867,0,0.0,1793.0,0.0,0.0
JNE3667-TP-L,3470,1,636.62,9231.62,0.00028818443804034583,0.06896081077860657
JNE3667-TP-M,5,1,329.0,1645.0,0.2,0.2
JNE3667-TP-M.,2725,0,0.0,3148.0,0.0,0.0
JNE3667-TP-S,2594,0,0.0,3398.0,0.0,0.0
JNE3667-TP-XL,2527,0,0.0,7321.0,0.0,0.0
JNE3667-TP-XS,434,0,0.0,1205.0,0.0,0.0
JNE3667-TP-XXL,2605,0,0.0,7617.0,0.0,0.0
JNE3668,6,0,0.0,2550.0,0.0,0.0
JNE3668-TP-L,4633,0,0.0,6195.0,0.0,0.0
JNE3668-TP-M,4252,0,0.0,4264.0,0.0,0.0
JNE3668-TP-N-L,2,0,0.0,1017.0,0.0,0.0
JNE3668-TP-N-M,3,0,0.0,1554.0,0.0,0.0
JNE3668-TP-N-S,6,0,0.0,3319.0,0.0,0.0
JNE3668-TP-N-XL,4,0,0.0,2053.0,0.0,0.0
JNE3668-TP-N-XXL,2,0,0.0,998.0,0.0,0.0
JNE3668-TP-S,2956,0,0.0,3009.0,0.0,0.0
JNE3668-TP-XL,1197,0,0.0,1159.0,0.0,0.0
JNE3668-TP-XS,808,0,0.0,826.0,0.0,0.0
JNE3668-TP-XXL,868,0,0.0,2512.0,0.0,0.0
JNE3669-TU-L,9278,0,0.0,10229.0,0.0,0.0
JNE3669-TU-M,5186,0,0.0,6192.0,0.0,0.0
JNE3669-TU-S,4214,1,625.0,8669.0,0.00023730422401518748,0.07209597416080286
JNE3669-TU-XL,6123,0,0.0,7766.0,0.0,0.0
JNE3669-TU-XS,2064,0,0.0,1973.0,0.0,0.0
JNE3669-TU-XXL,2979,0,466.67,10516.67,0.0,0.04437431240116881
JNE3669-TU-XXXL,2935,0,0.0,5855.0,0.0,0.0
JNE3670-TU-L,3573,0,0.0,8571.0,0.0,0.0
JNE3670-TU-M,1082,0,380.0,4087.0,0.0,0.09297773427942256
JNE3670-TU-S,7,0,0.0,2738.0,0.0,0.0
JNE3670-TU-XL,1084,0,369.52,4643.52,0.0,0.0795775618496313
JNE3670-TU-XS,18,1,1147.0,7975.0,0.05555555555555555,0.1438244514106583
JNE3670-TU-XXL,7,0,368.57,3138.57,0.0,0.11743246128013712
JNE3670-TU-XXXL,1084,0,836.19,4956.19,0.0,0.1687162921518344
JNE3671-TU-L,2517,0,0.0,9338.0,0.0,0.0
JNE3671-TU-M,2513,0,0.0,7362.0,0.0,0.0
JNE3671-TU-S,2019,1,625.0,10571.0,0.0004952947003467063,0.05912401854129221
JNE3671-TU-XL,509,0,0.0,5467.0,0.0,0.0
JNE3671-TU-XS,525,0,0.0,7257.0,0.0,0.0
JNE3671-TU-XXL,1519,1,574.0,11836.0,0.0006583278472679394,0.048496113551875636
JNE3671-TU-XXXL,1030,0,595.24,11712.24,0.0,0.05082204599632521
JNE3672,5,0,0.0,2500.0,0.0,0.0
JNE3672-TU-L,6474,0,546.67,12408.67,0.0,0.044055487010291994
JNE3672-TU-M,4495,1,574.0,10645.0,0.0002224694104560623,0.05392202912165336
JNE3672-TU-S,3998,0,0.0,5029.0,0.0,0.0
JNE3672-TU-XL,7437,0,0.0,13990.0,0.0,0.0
JNE3672-TU-XS,2482,0,0.0,3030.0,0.0,0.0
JNE3672-TU-XXL,8446,0,0.0,10879.0,0.0,0.0
JNE3672-TU-XXXL,3943,0,0.0,8363.0,0.0,0.0
JNE3673,5,0,0.0,2687.5,0.0,0.0
JNE3673-TU-L,2666,0,0.0,8967.0,0.0,0.0
JNE3673-TU-M,3182,1,599.0,11385.0,0.00031426775612822125,0.05261308739569609
JNE3673-TU-S,1079,0,0.0,2236.0,0.0,0.0
JNE3673-TU-XL,4236,0,0.0,9439.0,0.0,0.0
JNE3673-TU-XS,1079,0,0.0,2849.0,0.0,0.0
JNE3673-TU-XXL,3167,0,0.0,3145.0,0.0,0.0
JNE3673-TU-XXXL,2129,0,0.0,3298.0,0.0,0.0
JNE3674,1,0,0.0,500.0,0.0,0.0
JNE3674-TU-L,6930,1,2438.0099999999998,25955.01,0.0001443001443001443,0.09393215413902749
JNE3674-TU-M,4976,0,0.0,14362.0,0.0,0.0
JNE3674-TU-S,4505,2,1148.0,8703.0,0.0004439511653718091,0.13190853728599333
JNE3674-TU-XL,6879,0,0.0,16614.0,0.0,0.0
JNE3674-TU-XS,1482,0,0.0,3409.0,0.0,0.0
JNE3674-TU-XXL,5415,0,0.0,15451.0,0.0,0.0
JNE3674-TU-XXXL,3999,2,1148.0,11999.0,0.0005001250312578145,0.09567463955329611
JNE3675-TU-L,873,0,0.0,12407.0,0.0,0.0
JNE3675-TU-M,869,2,1090.0,10472.0,0.0023014959723820483,0.10408708938120703
JNE3675-TU-S,11,0,0.0,5932.0,0.0,0.0
JNE3675-TU-XL,861,0,519.04,6379.04,0.0,0.08136647520630062
JNE3675-TU-XS,5,0,0.0,2708.0,0.0,0.0
JNE3675-TU-XXL,18,1,1064.05,10803.05,0.05555555555555555,0.09849533233670121
JNE3675-TU-XXXL,865,1,574.0,8207.0,0.0011560693641618498,0.06994029487023273
JNE3676,4,0,0.0,1335.0,0.0,0.0
JNE3676-TU-L,4447,0,355.24,12222.24,0.0,0.029065048632656534
JNE3676-TU-M,7018,0,0.0,12328.0,0.0,0.0
JNE3676-TU-S,3503,1,385.0,5365.0,0.00028546959748786756,0.0717614165890028
JNE3676-TU-XL,3516,0,0.0,9244.0,0.0,0.0
JNE3676-TU-XS,829,0,0.0,1999.0,0.0,0.0
JNE3676-TU-XXL,2164,0,0.0,3259.0,0.0,0.0
JNE3676-TU-XXXL,2989,0,0.0,3678.0,0.0,0.0
JNE3678-TU-L,2104,0,0.0,2064.0,0.0,0.0
JNE3678-TU-M,1254,0,0.0,2289.0,0.0,0.0
JNE3678-TU-S,1685,0,0.0,2214.0,0.0,0.0
JNE3678-TU-XL,1683,0,0.0,4224.0,0.0,0.0
JNE3678-TU-XS,1253,0,0.0,1775.0,0.0,0.0
JNE3678-TU-XXL,4632,0,0.0,5084.0,0.0,0.0
JNE3678-TU-XXXL,1255,0,0.0,2808.0,0.0,0.0
JNE3679-TU-L,2311,0,773.3299999999999,6378.33,0.0,0.12124333485410757
JNE3679-TU-M,1841,0,0.0,2190.0,0.0,0.0
JNE3679-TU-S,1355,0,0.0,2126.0,0.0,0.0
JNE3679-TU-XL,1840,0,0.0,1779.0,0.0,0.0
JNE3679-TU-XS,451,0,0.0,412.0,0.0,0.0
JNE3679-TU-XXL,1353,0,0.0,1300.0,0.0,0.0
JNE3679-TU-XXXL,3345,0,0.0,3265.0,0.0,0.0
JNE3680,1,0,0.0,412.0,0.0,0.0
JNE3680-TU-A-L,5,0,0.0,3069.0,0.0,0.0
JNE3680-TU-L,2764,0,0.0,3543.0,0.0,0.0
JNE3680-TU-M,930,3,2636.67,12678.67,0.0032258064516129032,0.20796108740112332
JNE3680-TU-S,462,0,0.0,4297.0,0.0,0.0
JNE3680-TU-XL,1390,0,0.0,6523.0,0.0,0.0
JNE3680-TU-XS,4,0,0.0,1688.0,0.0,0.0
JNE3680-TU-XXL,2782,2,1148.0,13504.0,0.0007189072609633358,0.08501184834123222
JNE3680-TU-XXXL,12,0,0.0,5924.0,0.0,0.0
JNE3683-TU-L,3383,0,0.0,4565.0,0.0,0.0
JNE3683-TU-M,3037,0,0.0,3815.0,0.0,0.0
JNE3683-TU-S,2582,0,0.0,3242.0,0.0,0.0
JNE3683-TU-XL,1322,0,0.0,2437.0,0.0,0.0
JNE3683-TU-XS,1299,0,0.0,2309.0,0.0,0.0
JNE3683-TU-XXL,3330,0,0.0,3636.0,0.0,0.0
JNE3683-TU-XXXL,4107,0,0.0,4427.0,0.0,0.0
JNE3684-TU-L,1031,0,0.0,2577.0,0.0,0.0
JNE3684-TU-M,1171,0,573.34,3435.34,0.0,0.16689468873532168
JNE3684-TU-S,392,0,0.0,1594.0,0.0,0.0
JNE3684-TU-XL,1170,0,0.0,2495.0,0.0,0.0
JNE3684-TU-XS,397,1,319.0,3145.0,0.0025188916876574307,0.10143084260731319
JNE3684-TU-XXL,1166,0,0.0,1135.0,0.0,0.0
JNE3684-TU-XXXL,1171,0,0.0,2788.0,0.0,0.0
JNE3686-TU-L,2978,1,433.0,8729.0,0.000335795836131632,0.049604765723450565
JNE3686-TU-M,3885,0,0.0,8662.0,0.0,0.0
JNE3686-TU-S,2430,0,0.0,2871.0,0.0,0.0
JNE3686-TU-XL,3007,2,879.0,10484.0,0.0006651147322913202,0.08384204502098436
JNE3686-TU-XS,909,0,0.0,3948.0,0.0,0.0
JNE3686-TU-XXL,7220,0,411.43,10712.43,0.0,0.03840678538856263
JNE3686-TU-XXXL,4287,0,0.0,6417.0,0.0,0.0
JNE3687-TU-L,3237,0,0.0,7589.0,0.0,0.0
JNE3687-TU-M,2783,1,545.0,5000.0,0.00035932446999640676,0.109
JNE3687-TU-S,3195,0,519.05,5021.05,0.0,0.10337479212515309
JNE3687-TU-XL,1384,0,0.0,5229.0,0.0,0.0
JNE3687-TU-XS,904,0,0.0,1998.0,0.0,0.0
JNE3687-TU-XXL,5026,1,1587.1,8435.1,0.00019896538002387584,0.18815426017474599
JNE3687-TU-XXXL,1805,0,519.05,2880.05,0.0,0.18022256558045865
JNE3688,4,0,0.0,2150.0,0.0,0.0
JNE3688-TU-L,9245,0,1140.96,14452.96,0.0,0.07894299852763725
JNE3688-TU-M,7112,0,0.0,9080.0,0.0,0.0
JNE3688-TU-S,6222,0,0.0,6665.0,0.0,0.0
JNE3688-TU-XL,4139,0,0.0,9101.0,0.0,0.0
JNE3688-TU-XS,1083,0,1711.44,7109.4400000000005,0.0,0.2407278210379439
JNE3688-TU-XXL,5127,1,599.0,9209.0,0.0001950458357714063,0.06504506461070692
JNE3688-TU-XXXL,3082,0,536.19,4798.1900000000005,0.0,0.11174838845481316
JNE3689-TU-L,17,1,1392.09,8453.09,0.058823529411764705,0.16468415691776617
JNE3689-TU-M,19,2,1006.0,8127.0,0.10526315789473684,0.1237849144825889
JNE3689-TU-S,12,1,434.0,5411.0,0.08333333333333333,0.08020698576972833
JNE3689-TU-XL,12,0,413.33,5962.33,0.0,0.06932356981247263
JNE3689-TU-XS,439,0,413.33,3942.33,0.0,0.10484408966271215
JNE3689-TU-XXL,14,0,413.33,6370.33,0.0,0.06488360885542821
JNE3689-TU-XXXL,12,2,868.0,5333.0,0.16666666666666666,0.16276017251078193
JNE3690-TU-L,30,2,1036.0,15296.0,0.06666666666666667,0.06773012552301255
JNE3690-TU-M,40,0,982.8499999999999,21627.85,0.0,0.045443721867869435
JNE3690-TU-S,34,4,2037.0,16588.0,0.11764705882352941,0.12279961417892453
JNE3690-TU-XL,45,6,2977.0,23357.0,0.13333333333333333,0.1274564370424284
JNE3690-TU-XS,872,3,1635.0,10889.0,0.0034403669724770644,0.15015152906602994
JNE3690-TU-XXL,22,1,487.0,11952.0,0.045454545454545456,0.04074631860776439
JNE3690-TU-XXXL,23,0,986.66,13474.66,0.0,0.07322336890133034
JNE3691-TU-L,5096,1,2534.52,29836.52,0.00019623233908948196,0.08494690399550618
JNE3691-TU-M,3975,3,1875.0,24941.0,0.0007547169811320754,0.07517741870815124
JNE3691-TU-S,2279,3,2029.0,18700.0,0.0013163668275559457,0.10850267379679145
JNE3691-TU-XL,2854,4,3317.14,30015.14,0.001401541695865452,0.11051555981414712
JNE3691-TU-XS,9,0,0.0,6135.0,0.0,0.0
JNE3691-TU-XXL,6214,1,649.0,16148.0,0.000160926939169617,0.040190735694822885
JNE3691-TU-XXXL,3393,0,0.0,11833.0,0.0,0.0
JNE3693-KR-L,1284,0,0.0,1287.0,0.0,0.0
JNE3693-KR-M,437,0,0.0,2023.0,0.0,0.0
JNE3693-KR-S,435,0,0.0,1372.0,0.0,0.0
JNE3693-KR-XL,1284,0,0.0,1287.0,0.0,0.0
JNE3693-KR-XXL,1288,0,0.0,2555.0,0.0,0.0
JNE3694-KR-L,1,0,0.0,295.0,0.0,0.0
JNE3694-KR-M,3,0,0.0,891.0,0.0,0.0
JNE3694-KR-S,1,0,0.0,295.0,0.0,0.0
JNE3694-KR-XL,2,0,0.0,590.0,0.0,0.0
JNE3694-KR-XXL,2,0,286.67,888.6700000000001,0.0,0.3225831861095795
JNE3695-KR-L,2110,0,0.0,3762.0,0.0,0.0
JNE3695-KR-M,870,0,280.95,2926.95,0.0,0.09598729052426587
JNE3695-KR-S,2,0,0.0,596.0,0.0,0.0
JNE3695-KR-XL,1676,0,0.0,2288.0,0.0,0.0
JNE3695-KR-XXL,1678,0,0.0,3324.0,0.0,0.0
JNE3697-KR-L,3217,1,2313.62,42192.62,0.00031084861672365556,0.05483470806031955
JNE3697-KR-M,4111,0,2317.15,27750.15,0.0,0.08350044954711956
JNE3697-KR-S,1434,0,1853.3400000000001,24899.34,0.0,0.07443329823200133
JNE3697-KR-XL,5032,0,1308.57,39682.57,0.0,0.03297593880638275
JNE3697-KR-XXL,1888,0,955.24,34069.24,0.0,0.028038195157860876
JNE3698-KR-L,1286,0,0.0,4619.0,0.0,0.0
JNE3698-KR-M,432,0,0.0,2883.0,0.0,0.0
JNE3698-KR-S,869,1,399.0,5491.0,0.0011507479861910242,0.0726643598615917
JNE3698-KR-XL,869,1,487.0,5585.0,0.0011507479861910242,0.08719785138764548
JNE3698-KR-XXL,890,1,399.0,13687.0,0.0011235955056179776,0.029151749835610433
JNE3700-KR-L,1,0,0.0,299.0,0.0,0.0
JNE3700-KR-M,1,0,0.0,318.0,0.0,0.0
JNE3700-KR-S,4,0,0.0,1196.0,0.0,0.0
JNE3700-KR-XS,1,0,284.76,583.76,0.0,0.487803206797314
JNE3700-KR-XXL,2,0,0.0,598.0,0.0,0.0
JNE3700-KR-XXXL,1,0,0.0,299.0,0.0,0.0
JNE3701-KR-L,3251,0,0.0,7257.0,0.0,0.0
JNE3701-KR-M,2785,0,307.62,6248.62,0.0,0.04923006999945588
JNE3701-KR-S,3646,0,0.0,5890.0,0.0,0.0
JNE3701-KR-XL,3655,0,0.0,9163.0,0.0,0.0
JNE3701-KR-XS,5,1,399.0,1797.0,0.2,0.22203672787979967
JNE3701-KR-XXL,5,1,650.14,1972.14,0.2,0.3296621943675398
JNE3701-KR-XXXL,1741,0,317.14,6914.14,0.0,0.04586832201835658
JNE3702-KR-L,17,2,684.0,5718.0,0.11764705882352941,0.11962224554039874
JNE3702-KR-M,10,3,1009.0,3335.0,0.3,0.3025487256371814
JNE3702-KR-S,8,0,0.0,2634.0,0.0,0.0
JNE3702-KR-XL,12,0,635.23,4637.23,0.0,0.13698479480206935
JNE3702-KR-XS,7,0,0.0,2315.0,0.0,0.0
JNE3702-KR-XXL,13,1,325.0,4293.0,0.07692307692307693,0.07570463545306312
JNE3702-KR-XXXL,15,0,0.0,5045.0,0.0,0.0
JNE3703-KR-L,1555,5,2079.9,23169.9,0.003215434083601286,0.08976732743775329
JNE3703-KR-M,572,6,3498.15,25180.15,0.01048951048951049,0.13892490711929834
JNE3703-KR-S,1598,4,2604.21,25333.21,0.0025031289111389237,0.10279826362312554
JNE3703-KR-XL,1535,0,1760.0,18323.0,0.0,0.09605413960595972
JNE3703-KR-XS,506,0,0.0,3901.0,0.0,0.0
JNE3703-KR-XXL,541,3,2330.2,15412.2,0.005545286506469501,0.15119191290016998
JNE3703-KR-XXXL,1983,0,0.0,3249.0,0.0,0.0
JNE3704-KR-L,567,0,0.0,5429.0,0.0,0.0
JNE3704-KR-M,566,0,463.81,4429.8099999999995,0.0,0.1047020075353119
JNE3704-KR-S,1121,0,0.0,4533.0,0.0,0.0
JNE3704-KR-XL,562,0,0.0,2983.0,0.0,0.0
JNE3704-KR-XS,7,1,487.0,3397.0,0.14285714285714285,0.14336178981454226
JNE3704-KR-XXL,560,0,0.0,2035.0,0.0,0.0
JNE3704-KR-XXXL,565,0,0.0,4456.0,0.0,0.0
JNE3706-DR-L,33,0,421.9,14308.9,0.0,0.029485145608677116
JNE3706-DR-M,674,0,1153.33,8412.33,0.0,0.13709994733920328
JNE3706-DR-S,8,0,786.66,4180.66,0.0,0.18816646175484253
JNE3706-DR-XL,15,0,0.0,6257.0,0.0,0.0
JNE3706-DR-XS,9,0,421.9,4110.9,0.0,0.10262959449269017
JNE3706-DR-XXL,17,0,421.9,7594.9,0.0,0.05555043516043661
JNE3706-DR-XXXL,14,0,0.0,5387.0,0.0,0.0
JNE3707-DR-L,1508,2,936.0,10082.0,0.001326259946949602,0.09283872247569927
JNE3707-DR-M,1502,0,472.38,7850.38,0.0,0.060172883350869635
JNE3707-DR-S,1409,0,0.0,4807.0,0.0,0.0
JNE3707-DR-XL,2903,0,0.0,8113.0,0.0,0.0
JNE3707-DR-XS,4,0,0.0,1921.0,0.0,0.0
JNE3707-DR-XXL,1505,0,0.0,8456.0,0.0,0.0
JNE3707-DR-XXXL,12,0,452.38,6285.38,0.0,0.07197337312938915
JNE3708-TU-L,2621,0,0.0,6151.0,0.0,0.0
JNE3708-TU-M,661,1,1406.1399999999999,4460.14,0.0015128593040847202,0.31526813059679737
JNE3708-TU-S,1323,0,0.0,7387.0,0.0,0.0
JNE3708-TU-XL,1975,0,657.14,9636.14,0.0,0.06819535623185217
JNE3708-TU-XS,1326,2,1439.0,10599.0,0.0015082956259426848,0.13576752523823002
JNE3708-TU-XXL,1330,1,1630.0,14235.0,0.0007518796992481203,0.11450649806814191
JNE3708-TU-XXXL,2626,0,0.0,9505.0,0.0,0.0
JNE3709-DR-L,5061,0,0.0,11558.0,0.0,0.0
JNE3709-DR-M,4148,0,0.0,10596.0,0.0,0.0
JNE3709-DR-S,25,0,2262.87,23194.87,0.0,0.09755907232935558
JNE3709-DR-XL,7162,0,0.0,13698.0,0.0,0.0
JNE3709-DR-XS,2011,0,754.29,10213.29,0.0,0.07385377287827917
JNE3709-DR-XXL,1868,0,754.29,12846.29,0.0,0.05871656330349073
JNE3709-DR-XXXL,3157,1,833.0,11290.0,0.0003167564143173899,0.07378210806023029
JNE3710,1,0,0.0,650.0,0.0,0.0
JNE3710-DR-L,6509,0,1971.42,44675.42,0.0,0.04412762096025063
JNE3710-DR-M,5809,0,657.14,30070.14,0.0,0.02185357301296236
JNE3710-DR-S,3127,1,3344.7,29877.7,0.0003197953309881676,0.11194636802699003
JNE3710-DR-XL,5877,1,2670.42,34418.42,0.00017015484090522376,0.07758694327049295
JNE3710-DR-XS,642,2,1380.0,16818.0,0.003115264797507788,0.08205494113449875
JNE3710-DR-XXL,3950,1,690.0,26297.0,0.00025316455696202533,0.02623873445640187
JNE3710-DR-XXXL,2593,3,2735.71,39509.71,0.0011569610489780178,0.06924145988416519
JNE3712-TP-L,2171,0,0.0,2145.0,0.0,0.0
JNE3712-TP-M,1298,0,0.0,2109.0,0.0,0.0
JNE3712-TP-N-L,8,0,0.0,4355.0,0.0,0.0
JNE3712-TP-N-M,19,0,0.0,10214.0,0.0,0.0
JNE3712-TP-N-S,11,0,493.33,6340.33,0.0,0.07780825288273639
JNE3712-TP-N-XL,15,0,0.0,8161.0,0.0,0.0
JNE3712-TP-N-XS,4,1,518.0,2041.0,0.25,0.253797158255757
JNE3712-TP-N-XXL,8,0,493.33,4810.33,0.0,0.10255637347125873
JNE3712-TP-S,1296,0,0.0,1326.0,0.0,0.0
JNE3712-TP-XL,864,0,0.0,881.0,0.0,0.0
JNE3712-TP-XS,432,0,0.0,425.0,0.0,0.0
JNE3712-TP-XXL,1298,0,0.0,2166.0,0.0,0.0
JNE3713-TP-L,1666,0,0.0,3325.0,0.0,0.0
JNE3713-TP-M,1244,0,0.0,2903.0,0.0,0.0
JNE3713-TP-N-S,3,0,0.0,1077.0,0.0,0.0
JNE3713-TP-N-XL,7,0,0.0,2416.0,0.0,0.0
JNE3713-TP-N-XS,24,5,1770.0,8504.0,0.20833333333333334,0.20813734713076198
JNE3713-TP-N-XXL,16,0,337.14,5994.14,0.0,0.056244932550791264
JNE3713-TP-S,2494,0,0.0,3321.0,0.0,0.0
JNE3713-TP-XL,1954,0,0.0,1889.0,0.0,0.0
JNE3713-TP-XS,388,0,0.0,357.0,0.0,0.0
JNE3713-TP-XXL,388,0,0.0,392.0,0.0,0.0
JNE3714,1,0,0.0,562.5,0.0,0.0
JNE3714-KR-L,563,0,900.95,11525.95,0.0,0.07816709251731961
JNE3714-KR-M,1637,1,453.0,10849.0,0.0006108735491753207,0.04175500046087197
JNE3714-KR-S,1088,0,0.0,5870.0,0.0,0.0
JNE3714-KR-XL,1095,1,487.0,9208.0,0.0009132420091324201,0.05288879235447437
JNE3714-KR-XS,1087,0,431.43,5339.43,0.0,0.08080075963164607
JNE3714-KR-XXL,553,1,459.0,7204.0,0.0018083182640144665,0.06371460299833426
JNE3714-KR-XXXL,566,0,463.81,13854.81,0.0,0.03347646052165277
JNE3715-KR-L,5,0,269.52,1702.52,0.0,0.15830651034936447
JNE3715-KR-M,3,0,269.52,835.52,0.0,0.3225775564917656
JNE3715-KR-S,7,2,563.0,1975.0,0.2857142857142857,0.2850632911392405
JNE3715-KR-XL,8,0,0.0,2300.0,0.0,0.0
JNE3715-KR-XS,1,0,0.0,283.0,0.0,0.0
JNE3715-KR-XXL,14,1,570.52,4297.52,0.07142857142857142,0.13275563580855934
JNE3715-KR-XXXL,3,0,0.0,843.0,0.0,0.0
JNE3716-KR-L,5496,2,1629.1,18923.1,0.000363901018922853,0.08609054541803404
JNE3716-KR-M,4097,1,399.0,12106.0,0.000244081034903588,0.032958863373533785
JNE3716-KR-S,4066,2,864.0,10153.0,0.0004918839153959665,0.08509800059095833
JNE3716-KR-XL,2307,2,1179.67,11424.67,0.0008669267446900737,0.10325637414472366
JNE3716-KR-XS,906,0,0.0,2607.0,0.0,0.0
